,name,gender,origin,meaning
MANUELA,MANUELA,['f'],"['Spanish', 'Portuguese', 'Romanian', 'German', 'Italian']",Feminine form of MANUEL.
MANUELE,MANUELE,['m'],['Italian'],Italian variant of MANUEL.
MANUELITA,MANUELITA,['f'],['Spanish'],Diminutive of MANUELA.
MANUS,MANUS,['m'],['Irish'],Irish form of MAGNUS.
MANYA,MANYA,['f'],['Russian'],Russian diminutive of MARIA.
MANYARA,MANYARA,['f'],"['Southern African', 'Shona']","Means ""you have been humbled"" in Shona."
MAO  (1),MAO  (1),['f'],['Japanese'],"From Japanese 真(ma) meaning ""real, genuine"" or 舞(mai) meaning ""dance"" combined with 央(o) meaning ""center"", 緒(o) meaning ""thread"" or 桜(o) meaning ""cherry blossom"". Other kanji combinations are possible."
MAO  (2),MAO  (2),['m'],['Limburgish'],Short form of EDMAO or REMAO.
MAOILIOS,MAOILIOS,['m'],['Scottish'],"Means ""servant of JESUS"" in Scottish Gaelic."
MAOLSHEACHLANN,MAOLSHEACHLANN,['m'],['Irish'],Modern Irish form of MÁEL SECHLAINN.
MAOR,MAOR,['m'],['Hebrew'],"Means ""light"" in Hebrew."
MAQSOOD,MAQSOOD,['m'],"['Arabic', 'Urdu']",Variant transcription of MAQSUD.
MAQSUD,MAQSUD,['m'],"['Arabic', 'Urdu']","Means ""intention, aim"" in Arabic."
MAQUINNA,MAQUINNA,['m'],"['Native American', 'Nuu-chah-nulth']","Meaning unknown, of Nuu-chah-nulth (also known as Nootka) origin. This was the name of a late 18th-century chief of the Mowachaht."
MARA  (1),MARA  (1),['f'],['Biblical'],"Means ""bitter"" in Hebrew. This is a name taken by Naomi in the Old Testament (see Ruth 1:20)."
MARA  (2),MARA  (2),['f'],"['Hungarian', 'Croatian', 'Serbian']","Hungarian variant of MÁRIA, and a Croatian and Serbian variant of MARIJA."
MARAL,MARAL,['f'],['Armenian'],"Means ""deer"" in Armenian, referring to the Caspian Red Deer."
MARALYN,MARALYN,['f'],['English'],Variant of MARILYN.
MARAM,MARAM,"['f', 'm']",['Arabic'],"Means ""wish, desire"" in Arabic."
MARAMA,MARAMA,['f'],['Polynesian Mythology'],"Means ""moon"" in Maori. In Maori and other Polynesian mythology she was the goddess of the moon and death."
MARAT,MARAT,['m'],['Tatar'],Tatar form of MURAD.
MARAĴA,MARAĴA,['f'],['Esperanto'],"Means ""made of the sea"" in Esperanto."
MARC,MARC,['m'],"['French', 'Catalan', 'Welsh']","French, Catalan and Welsh form of MARK."
MARCAS,MARCAS,['m'],"['Irish', 'Scottish']",Irish and Scottish form of MARK.
MARCEL,MARCEL,['m'],"['French', 'Catalan', 'Romanian', 'Polish', 'Czech', 'Slovak', 'Dutch', 'German']",Form of MARCELLUS. A notable bearer was the French author Marcel Proust (1871-1922).
MARCELA,MARCELA,['f'],"['Spanish', 'Portuguese', 'Polish', 'Romanian', 'Czech', 'Slovak']",Feminine form of MARCELLUS.
MARCELI,MARCELI,['m'],['Polish'],Polish form of MARCELLUS.
MARCELIN,MARCELIN,['m'],['French'],French form of MARCELLINUS.
MARCELINA,MARCELINA,['f'],['Polish'],Polish feminine form of MARCELLINUS.
MARCELINE,MARCELINE,['f'],['French'],French feminine form of MARCELLINUS.
MARCELINHO,MARCELINHO,['m'],['Portuguese'],Portuguese diminutive of MARCELO.
MARCELINO,MARCELINO,['m'],"['Spanish', 'Portuguese']",Spanish and Portuguese form of MARCELLINUS.
MARCELL,MARCELL,['m'],['Hungarian'],Hungarian form of MARCELLUS.
MARCELLA,MARCELLA,['f'],"['Italian', 'German', 'Ancient Roman']",Feminine form of MARCELLUS.
MARCELLE,MARCELLE,['f'],['French'],French feminine form of MARCELLUS.
MARCELLETTE,MARCELLETTE,['f'],['French (Rare)'],French feminine diminutive of MARCELLUS.
MARCELLIN,MARCELLIN,['m'],['French'],French form of MARCELLINUS.
MARCELLINA,MARCELLINA,['f'],['Ancient Roman'],Feminine form of MARCELLINUS.
MARCELLINE,MARCELLINE,['f'],['French'],French feminine form of MARCELLINUS.
MARCELLINO,MARCELLINO,['m'],['Italian'],Italian form of MARCELLINUS.
MARCELLINUS,MARCELLINUS,['m'],['Ancient Roman'],Roman family name which was derived from MARCELLUS. Saint Marcellinus was a pope of the early 4th century who was supposedly martyred during the persecutions of the Roman emperor Diocletian.
MARCELLO,MARCELLO,['m'],['Italian'],Italian form of MARCELLUS.
MARCELLUS,MARCELLUS,['m'],"['Ancient Roman', 'German', 'Dutch']",Roman family name which was originally a diminutive of MARCUS. This was the name of two popes.
MARCELO,MARCELO,['m'],"['Spanish', 'Portuguese']",Spanish and Portuguese form of MARCELLUS.
MARCELYN,MARCELYN,['f'],['English (Rare)'],Variant of MARCELINE.
MARCI,MARCI,['f'],['English'],Diminutive of MARCIA.
MARCIA,MARCIA,['f'],"['English', 'Spanish', 'Ancient Roman']",Feminine form of MARCIUS. It was borne by a few very minor saints. It has been used as a given name in the English-speaking world since the 18th century.
MARCIAL,MARCIAL,['m'],['Spanish'],Spanish form of Martialis (see MARTIAL).
MARCIANA,MARCIANA,['f'],"['Ancient Roman', 'Portuguese (Brazilian)']",Feminine form of MARCIANUS.
MARCIANE,MARCIANE,['f'],['Portuguese (Brazilian)'],Brazilian variant of MARCIANA.
MARCIANO,MARCIANO,['m'],"['Portuguese', 'Spanish', 'Italian']","Portuguese, Spanish and Italian form of MARCIANUS."
MARCIANUS,MARCIANUS,['m'],['Ancient Roman'],"Roman family name which was a derivative of the praenomen MARCUS. This was the name of a 5th-century Eastern Roman emperor. It was also borne by a 2nd-century saint: a bishop of Tortona, Italy."
MARCIE,MARCIE,['f'],['English'],Diminutive of MARCIA.
MARCIN,MARCIN,['m'],['Polish'],Polish form of MARTIN.
MARCIO,MARCIO,['m'],['Spanish'],Spanish form of MARCIUS.
MARCIUS,MARCIUS,['m'],['Ancient Roman'],"Roman family name which was a derivative of the praenomen MARCUS. This was the name of an early, possibly legendary, king of Rome."
MARCO,MARCO,['m'],"['Italian', 'Spanish', 'Portuguese', 'German', 'Dutch']","Italian form of MARK. During the Middle Ages this name was common in Venice, where Saint Mark was supposedly buried. A famous bearer was the Venetian explorer Marco Polo, who travelled across Asia to China in the 13th century."
MARCOS,MARCOS,['m'],"['Spanish', 'Portuguese']",Spanish and Portuguese form of MARK.
MARCUS,MARCUS,['m'],"['Ancient Roman', 'Biblical Latin', 'English', 'Swedish', 'Norwegian', 'Danish']","Roman praenomen, or given name, which was probably derived from the name of the Roman god MARS. This was among the most popular of the Roman praenomina. Famous bearers include Marcus Tullius Cicero (known simply as Cicero), a 1st-century BC statesman and orator, Marcus Antonius (known as Mark Antony), a 1st-century BC politician, and Marcus Aurelius, a notable 2nd-century emperor. This was also the name of a pope of the 4th century. This spelling has occasionally been used in the English-speaking world, though the traditional English form Mark has been more common."
MARCY,MARCY,['f'],['English'],Diminutive of MARCIA.
MARDUK,MARDUK,['m'],['Near Eastern Mythology'],"Possibly from Sumerian amar-Utu meaning ""calf of UTU"". In Babylonian mythology he was the chief god, presiding over heaven, light, sky, battle, and fertility. After killing the dragon Tiamat, who was an old enemy of the gods, he created the world and sky from the pieces of her body."
MARE,MARE,['f'],"['Estonian', 'Slovene', 'Macedonian', 'Croatian']",Diminutive of MARIA and other names beginning with Mar.
MARED,MARED,['f'],['Welsh'],Welsh form of MARGARET.
MAREDUDD,MAREDUDD,['m'],['Welsh'],Welsh form of MEREDITH.
MAREE,MAREE,['f'],['English (Rare)'],Variant of MARIE.
MAREIKE,MAREIKE,['f'],"['Frisian', 'German']",Frisian and German diminutive of MARIA.
MAREK,MAREK,['m'],"['Polish', 'Czech', 'Slovak']","Polish, Czech and Slovak form of MARK."
MAREN,MAREN,['f'],"['Danish', 'Norwegian']",Danish form of MARINA.
MARET,MARET,['f'],['Estonian'],Estonian form of MARGARET.
MARFA,MARFA,['f'],['Russian'],Russian form of MARTHA.
MARGAID,MARGAID,['f'],['Manx'],Manx form of MARGARET.
MARGALIT,MARGALIT,['f'],['Hebrew'],"Means ""pearl"" in Hebrew, ultimately from Greek μαργαριτης(margarites)."
MARGALITA,MARGALITA,['f'],['Hebrew'],Variant of MARGALIT.
MARGANITA,MARGANITA,['f'],['Hebrew'],"From the name of a type of flowering plant common in Israel, called the scarlet pimpernel in English."
MARGAREETA,MARGAREETA,['f'],['Finnish (Rare)'],Finnish variant form of MARGARET.
MARGARET,MARGARET,['f'],['English'],"Derived from Latin Margarita, which was from Greek μαργαριτης(margarites) meaning ""pearl"", probably ultimately a borrowing from Sanskrit मञ्यरी(manyari). Saint Margaret, the patron of expectant mothers, was martyred at Antioch in the 4th century. Later legends told of her escape from a dragon, with which she was often depicted in medieval art. The saint was popular during the Middle Ages, and her name has been widely used in the Christian world....[more]"
MARGARETA,MARGARETA,['f'],"['German', 'Swedish', 'Norwegian', 'Danish', 'Romanian', 'Slovene', 'Dutch', 'Finnish', 'Croatian']",Cognate of MARGARET.
MARGARETE,MARGARETE,['f'],['German'],German form of MARGARET.
MARGARETHA,MARGARETHA,['f'],"['Dutch', 'German']",Dutch and German form of MARGARET.
MARGARETHE,MARGARETHE,['f'],"['German', 'Danish']",German and Danish form of MARGARET.
MARGARETTA,MARGARETTA,['f'],['English'],Latinate form of MARGARET.
MARGARID,MARGARID,['f'],['Armenian'],Variant transcription of MARGARIT.
MARGARIDA,MARGARIDA,['f'],"['Portuguese', 'Galician', 'Catalan', 'Occitan']","Portuguese, Galician, Catalan and Occitan form of MARGARET. This is also the Portuguese and Galician word for the daisy flower (species Leucanthemum vulgare)."
MARGARIT,MARGARIT,['f'],['Armenian'],"Armenian form of MARGARET, also meaning ""pearl"" in Armenian."
MARGARITA,MARGARITA,['f'],"['Spanish', 'Russian', 'Bulgarian', 'Lithuanian', 'Greek', 'Late Roman']","Latinate form of MARGARET. This is also a Latin word meaning ""pearl"" and a Spanish word meaning ""daisy flower"" (species Leucanthemum vulgare)."
MARGARÉTA,MARGARÉTA,['f'],"['Hungarian', 'Slovak']",Hungarian and Slovak form of MARGARET.
MARGAUX,MARGAUX,['f'],['French'],"Variant of MARGOT influenced by the name of the wine-producing French town. It was borne by Margaux Hemingway (1954-1996), granddaughter of author Ernest Hemingway, who had it changed from Margot."
MARGE,MARGE,['f'],['English'],Diminutive of MARGARET.
MARGED,MARGED,['f'],['Welsh'],Welsh form of MARGARET.
MARGERY,MARGERY,['f'],['English'],Medieval English form of MARGARET.
MARGH,MARGH,['m'],['Cornish'],Cornish form of MARK.
MARGHERITA,MARGHERITA,['f'],['Italian'],Italian form of MARGARET. This is also the Italian word for the daisy flower (species Leucanthemum vulgare).
MARGIE,MARGIE,['f'],['English'],Diminutive of MARGARET.
MARGIT,MARGIT,['f'],"['Hungarian', 'Danish', 'Swedish', 'Norwegian', 'Estonian', 'German']",Hungarian and Scandinavian form of MARGARET.
MARGITA,MARGITA,['f'],['Slovak'],Slovak form of MARGARET.
MARGO,MARGO,['f'],['English'],Variant of MARGOT.
MARGOT,MARGOT,['f'],['French'],French short form of MARGARET.
MARGREET,MARGREET,['f'],"['Limburgish', 'Dutch']",Limburgish form of MARGARET and a Dutch variant of MARGRIET.
MARGRETE,MARGRETE,['f'],['Norwegian'],Norwegian form of MARGARET.
MARGRETHE,MARGRETHE,['f'],"['Danish', 'Norwegian']",Danish and Norwegian form of MARGARET. This is the name of the current queen of Denmark (1940-).
MARGRIET,MARGRIET,['f'],['Dutch'],Dutch form of MARGARET. This is also the Dutch word for the daisy flower (species Leucanthemum vulgare).
MARGRIT,MARGRIT,['f'],['German'],German variant form of MARGARET.
MARGRÉT,MARGRÉT,['f'],['Icelandic'],Icelandic form of MARGARET.
MARGUERITE,MARGUERITE,['f'],['French'],French form of MARGARET. This is also the French word for the daisy flower (species Leucanthemum vulgare).
MARI  (1),MARI  (1),['f'],"['Welsh', 'Breton', 'Estonian', 'Finnish', 'Hungarian', 'Swedish', 'Norwegian', 'Danish']","Welsh, Breton, Estonian and Finnish form of MARIA, as well as a Hungarian diminutive of MÁRIA. It is also a Scandinavian form of MARIE."
MARI  (2),MARI  (2),['f'],['Japanese'],"From Japanese 真(ma) meaning ""real, genuine"" combined with 理(ri) meaning ""reason, logic"" or 里(ri) meaning ""village"". Many other combinations of kanji characters can form this name."
MARI  (3),MARI  (3),['f'],['Mythology'],"Possibly from Basque emari ""donation"" or amari ""mother"". This was the name of a goddess of the weather and fertility in Basque mythology."
MARIA,MARIA,"['f', 'm']","['Italian', 'Portuguese', 'Catalan', 'Occitan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Faroese', 'Dutch', 'Frisian', 'Greek', 'Polish', 'Romanian', 'English', 'Finnish', 'Corsican', 'Sardinian', 'Basque', 'Russian', 'Bulgarian', 'Ukrainian', 'Biblical Greek', 'Biblical Latin', 'Old Church Slavic']","Latin form of Greek Μαρια, from Hebrew מִרְיָם (see MARY). Maria is the usual form of the name in many European languages, as well as a secondary form in other languages such as English (where the common spelling is Mary). In some countries, for example Germany, Poland and Italy, Maria is occasionally used as a masculine middle name....[more]"
MARIABELLA,MARIABELLA,['f'],['English (Rare)'],Combination of MARIA and BELLA.
MARIAH,MARIAH,['f'],['English'],Variant of MARIA. It is usually pronounced in a way that reflects an older English pronunciation of Maria. The name was popularized in the early 1990s by the American singer Mariah Carey (1970-).
MARIAM,MARIAM,['f'],"['Biblical Greek', 'Georgian', 'Armenian', 'Arabic']","Form of MARIA used in the Greek Old Testament, as well as the Georgian and Armenian form. It is also a variant transcription of Arabic MARYAM."
MARIAMI,MARIAMI,['f'],['Georgian'],Georgian variant of MARIAM.
MARIAMNE,MARIAMNE,['f'],['History'],"From Μαριαμη(Mariame), the form of MARIA used by the historian Josephus when referring to the wife of King Herod."
MARIAN  (1),MARIAN  (1),['f'],['English'],"Variant of MARION(1). This name was borne in English legend by Maid Marian, Robin Hood's love. It is sometimes considered a combination of MARY and ANN."
MARIAN  (2),MARIAN  (2),['m'],"['Polish', 'Czech', 'Romanian']","Polish, Czech and Romanian form of MARIANUS. It is sometimes used as a masculine form of MARIA."
MARIANA,MARIANA,['f'],"['Portuguese', 'Spanish', 'Romanian', 'Bulgarian', 'Ancient Roman']",Roman feminine form of MARIANUS. After the classical era it was frequently interpreted as a combination of MARIA and ANA. In Portuguese it is further used as a form of MARIAMNE.
MARIANELA,MARIANELA,['f'],['Spanish'],Contraction of MARÍA and ESTELA.
MARIANGELA,MARIANGELA,['f'],['Italian'],Combination of MARIA and ANGELA.
MARIANITA,MARIANITA,['f'],['Spanish'],Spanish diminutive of MARIANA.
MARIANNA,MARIANNA,['f'],"['Italian', 'English', 'Hungarian', 'Slovak', 'Polish', 'Finnish', 'Greek']",Combination of MARIA and ANNA. It has been confused with the Roman name MARIANA to the point that it is no longer easy to separate the two forms. It is sometimes also used as a Latinized form of MARIAMNE.
MARIANNE,MARIANNE,['f'],"['French', 'English', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Finnish']","Originally a French diminutive of MARIE. It is also considered a combination of MARIE and ANNE(1). Shortly after the formation of the French Republic in 1792, a female figure by this name was adopted as the symbol of the state."
MARIANO,MARIANO,['m'],"['Italian', 'Spanish', 'Portuguese']","Italian, Spanish and Portuguese form of MARIANUS. It is also used as a masculine form of MARIA."
MARIANUS,MARIANUS,['m'],['Ancient Roman'],"Roman family name, which was itself derived from the Roman name MARIUS. This was the name of an early saint."
MARIAZINHA,MARIAZINHA,['f'],['Portuguese'],Portuguese diminutive of MARIA.
MARIBEL,MARIBEL,['f'],['Spanish'],Contraction of MARÍA and ISABEL.
MARICA,MARICA,['f'],"['Croatian', 'Serbian', 'Slovene', 'Hungarian']","Diminutive of MARIJA (Croatian, Serbian and Slovene) or MÁRIA (Hungarian)."
MARICELA,MARICELA,['f'],['Spanish'],Contraction of MARÍA and CELIA.
MARICRUZ,MARICRUZ,['f'],['Spanish'],Contraction of MARÍA and CRUZ.
MARIE,MARIE,"['f', 'm']","['French', 'Czech', 'German', 'English', 'Swedish', 'Norwegian', 'Danish']","French and Czech form of MARIA. A notable bearer of this name was Marie Antoinette, a queen of France who was executed by guillotine during the French Revolution. Another was Marie Curie (1867-1934), a physicist and chemist who studied radioactivity with her husband Pierre....[more]"
MARIEKE,MARIEKE,['f'],['Dutch'],Dutch diminutive of MARIA.
MARIEL,MARIEL,['f'],['English'],"Diminutive of MARY influenced by MURIEL. In the case of actress Mariel Hemingway (1961-), the name is from the Cuban town of Mariel."
MARIELE,MARIELE,['f'],['German'],German diminutive of MARIA.
MARIELLA,MARIELLA,['f'],['Italian'],Italian diminutive of MARIA.
MARIELLE,MARIELLE,['f'],['French'],French diminutive of MARIE.
MARIETJIE,MARIETJIE,['f'],"['Southern African', 'Afrikaans']",Afrikaans diminutive of MARIA.
MARIETTA,MARIETTA,['f'],"['Italian', 'Greek', 'Hungarian']","Italian, Greek and Hungarian diminutive of MARIA."
MARIETTE,MARIETTE,['f'],['French'],French diminutive of MARIE.
MARIGOLD,MARIGOLD,['f'],['English (Rare)'],"From the name of the flower, which comes from a combination of MARY and the English word gold."
MARIJA,MARIJA,['f'],"['Croatian', 'Slovene', 'Serbian', 'Macedonian', 'Lithuanian', 'Latvian']",Form of MARIA.
MARIJAN,MARIJAN,['m'],"['Croatian', 'Slovene']",Croatian and Slovene form of MARIANUS.
MARIJANA,MARIJANA,['f'],"['Croatian', 'Serbian', 'Slovene', 'Macedonian']","Croatian, Serbian, Slovene and Macedonian form of MARIANA."
MARIJETA,MARIJETA,['f'],['Croatian'],Croatian diminutive of MARIJA.
MARIJKE,MARIJKE,['f'],['Dutch'],Dutch diminutive of MARIA.
MARIJN,MARIJN,"['m', 'f']",['Dutch'],Dutch masculine and feminine form of MARINUS.
MARIJO,MARIJO,['m'],['Croatian'],Croatian form of MARIUS.
MARIJONA,MARIJONA,['f'],['Lithuanian'],Lithuanian feminine form of MARIANUS.
MARIJSE,MARIJSE,['f'],['Dutch'],Dutch form of MARISE.
MARIJUS,MARIJUS,['m'],['Lithuanian'],Lithuanian form of MARIUS.
MARIKA,MARIKA,['f'],"['Czech', 'Slovak', 'Polish', 'Hungarian', 'Greek', 'Finnish', 'Estonian', 'Georgian']",Diminutive of MARIA or other names beginning with Mari.
MARIKE,MARIKE,['f'],['Dutch'],Dutch diminutive of MARIA.
MARIKIT,MARIKIT,['f'],"['Filipino', 'Tagalog']","Means ""beautiful, pretty"" in Tagalog."
MARIKO,MARIKO,['f'],['Japanese'],"From Japanese 真(ma) meaning ""real, genuine"", 里(ri) meaning ""village"" and 子(ko) meaning ""child"". Many different combinations of kanji characters can form this name."
MARILAG,MARILAG,['f'],"['Filipino', 'Tagalog']","Means ""beautiful, gorgeous"" in Tagalog."
MARILENA,MARILENA,['f'],"['Italian', 'Romanian']",Combination of MARIA and ELENA.
MARILOU,MARILOU,['f'],"['French', 'English', 'Dutch']",Combination of MARIA and LOUISE.
MARILYN,MARILYN,['f'],['English'],Combination of MARY and lyn. It has been used since the start of the 20th century. A famous bearer was the American actress Marilyn Monroe (1926-1962).
MARILYNN,MARILYNN,['f'],['English'],Variant of MARILYN.
MARILÈNE,MARILÈNE,['f'],['French'],Combination of MARIE and HÉLÈNE.
MARIN,MARIN,['m'],"['French', 'Romanian', 'Croatian', 'Serbian', 'Bulgarian', 'Macedonian']","French, Romanian, Croatian, Serbian, Bulgarian and Macedonian form of MARINUS."
MARINA,MARINA,['f'],"['Italian', 'Spanish', 'Portuguese', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'English', 'Greek', 'Russian', 'Ukrainian', 'Romanian', 'Bulgarian', 'Croatian', 'Serbian', 'Slovene', 'Macedonian', 'Georgian', 'Ancient Roman']",Feminine form of MARINUS.
MARINDA,MARINDA,['f'],['English'],Either a diminutive of MARY or a variant of MIRANDA.
MARINE,MARINE,['f'],"['French', 'Georgian']",French and Georgian feminine form of MARINUS.
MARINELA,MARINELA,['f'],['Croatian'],Croatian form of MARINELLA.
MARINELLA,MARINELLA,['f'],['Italian'],Diminutive of MARINA.
MARINHO,MARINHO,['m'],['Portuguese'],Diminutive of MÁRIO.
MARINKA,MARINKA,['f'],"['Croatian', 'Slovene']",Croatian and Slovene diminutive of MARINA.
MARINKO,MARINKO,['m'],"['Croatian', 'Serbian']",Croatian and Serbian diminutive of MARIN.
MARINO,MARINO,['m'],"['Italian', 'Spanish']",Italian and Spanish form of MARINUS.
MARINOS,MARINOS,['m'],['Greek'],Greek form of MARINUS.
MARINUS,MARINUS,['m'],"['Ancient Roman', 'Dutch']","From the Roman family name Marinus, which derives either from the name MARIUS or from the Latin word marinus ""of the sea""."
MARIO,MARIO,['m'],"['Italian', 'Spanish', 'German', 'Croatian']",Italian and Spanish form of MARIUS. Famous bearers include American race car driver Mario Andretti (1940-) and Canadian hockey player Mario Lemieux (1965-).
MARION  (1),MARION  (1),['f'],"['French', 'English']",Medieval French diminutive of MARIE.
MARION  (2),MARION  (2),['m'],['English'],"From a French surname which was derived from MARION(1). This was the real name of American actor John Wayne (1907-1979), who was born Marion Robert Morrison."
MARIONA,MARIONA,['f'],['Catalan'],Catalan diminutive of MARIA.
MARIOS,MARIOS,['m'],['Greek'],Greek form of MARIUS.
MARIS,MARIS,['f'],['English (Rare)'],"Means ""of the sea"", taken from the Latin title of the Virgin Mary, Stella Maris, meaning ""star of the sea""."
MARISA,MARISA,['f'],"['Italian', 'Spanish', 'Portuguese', 'English']","Italian, Spanish and Portuguese combination of MARIA and LUISA."
MARISE,MARISE,['f'],['French'],French diminutive of MARIE.
MARISELA,MARISELA,['f'],['Spanish'],Elaborated form of MARISA.
MARISKA,MARISKA,['f'],"['Hungarian', 'Dutch']",Diminutive of MARIA.
MARISOL,MARISOL,['f'],['Spanish'],"Combination of MARÍA and SOL(1) or SOLEDAD. It also resembles Spanish mar y sol ""sea and sun""."
MARISSA,MARISSA,['f'],['English'],Variant of MARISA.
MARISTELA,MARISTELA,['f'],"['Spanish', 'Portuguese']","From the title of the Virgin Mary, Stella Maris, meaning ""star of the sea"" in Latin. It can also be a combination of MARÍA and ESTELA."
MARISTELLA,MARISTELLA,['f'],['Italian'],Italian form of MARISTELA.
MARIT,MARIT,['f'],"['Swedish', 'Norwegian']",Swedish and Norwegian form of MARGARET.
MARITA  (1),MARITA  (1),['f'],"['German', 'Spanish', 'Dutch', 'Finnish']",Diminutive of MARIA.
MARITA  (2),MARITA  (2),['f'],"['Swedish', 'Norwegian']",Scandinavian form of MARGARET.
MARITTA,MARITTA,['f'],['Finnish'],Finnish diminutive of MARIA.
MARITZA,MARITZA,['f'],['Spanish (Latin American)'],Diminutive of MARIA used particularly in Latin America.
MARIUS,MARIUS,['m'],"['Ancient Roman', 'Romanian', 'German', 'Dutch', 'Norwegian', 'Danish', 'French']","Roman family name which was derived either from MARS, the name of the Roman god of War, or else from the Latin root mas, maris meaning ""male"". Gaius Marius was a famous Roman consul of the 2nd century BC. Since the start of the Christian era, it has occasionally been used as a masculine form of MARIA."
MARIUSZ,MARIUSZ,['m'],['Polish'],Polish form of MARIUS.
MARIYA,MARIYA,['f'],"['Russian', 'Ukrainian', 'Bulgarian']","Russian, Ukrainian and Bulgarian form of MARIA."
MARIYAN,MARIYAN,['m'],['Bulgarian'],Bulgarian form of MARIANUS.
MARIYANA,MARIYANA,['f'],['Bulgarian'],Bulgarian variant of MARIANA.
MARIÁN,MARIÁN,['m'],"['Slovak', 'Czech', 'Hungarian']","Slovak, Czech and Hungarian form of MARIANUS."
MARIËLLE,MARIËLLE,['f'],['Dutch'],Dutch diminutive of MARIA.
MARIËTTE,MARIËTTE,['f'],['Dutch'],Dutch diminutive of MARIA.
MARJA,MARJA,['f'],"['Finnish', 'Sorbian', 'Dutch']","Finnish and Sorbian form of MARIA, as well as a Dutch variant. It also means ""berry"" in Finnish."
MARJAANA,MARJAANA,['f'],['Finnish'],Finnish form of MIRIAM.
MARJAN  (1),MARJAN  (1),['f'],['Dutch'],Dutch form of MARIANNE.
MARJAN  (2),MARJAN  (2),['m'],"['Slovene', 'Macedonian', 'Serbian', 'Croatian']","Slovene, Macedonian, Serbian and Croatian form of MARIANUS."
MARJANA,MARJANA,['f'],"['Slovene', 'Croatian']",Slovene form of MARIANA.
MARJANI,MARJANI,['f'],"['Eastern African', 'Swahili']","Means ""coral"" in Swahili, originally a borrowing from Arabic."
MARJATTA,MARJATTA,['f'],['Finnish'],Diminutive of MARJA.
MARJE,MARJE,['f'],['English'],Diminutive of MARJORIE.
MARJETA,MARJETA,['f'],['Slovene'],Slovene form of MARGARET.
MARJO  (1),MARJO  (1),['f'],"['Finnish', 'Dutch']",Finnish and Dutch form of MARIA.
MARJO  (2),MARJO  (2),['f'],['Dutch'],Combination of MARIA with JOHANNA or JOSEPHINE.
MARJOLAINE,MARJOLAINE,['f'],['French'],"Means ""marjoram"" in French. Marjoram is a minty herb."
MARJOLEIN,MARJOLEIN,['f'],['Dutch'],Dutch form of MARJOLAINE.
MARJOLIJN,MARJOLIJN,['f'],['Dutch'],Dutch form of MARJOLAINE.
MARJORIE,MARJORIE,['f'],['English'],"Medieval variant of MARGERY, influenced by the name of the herb marjoram. After the Middle Ages this name was rare, but it was revived at the end of the 19th century."
MARJORY,MARJORY,['f'],['English'],Variant of MARJORIE.
MARJUKKA,MARJUKKA,['f'],['Finnish'],Diminutive of MARJA.
MARJUT,MARJUT,['f'],['Finnish'],Diminutive of MARJA.
MARK,MARK,['m'],"['English', 'Russian', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Biblical']","Form of MARCUS. Saint Mark was the author of the second gospel in the New Testament. Though the author's identity is not certain, some traditions hold him to be the same person as the John Mark who appears in the Book of Acts. He is the patron saint of Venice, where he is supposedly buried. Though in use during the Middle Ages, Mark was not common in the English-speaking world until the 19th century, when it began to be used alongside the classical form Marcus....[more]"
MARKEL,MARKEL,['m'],['Basque'],Basque form of Martialis (see MARTIAL).
MARKETTA,MARKETTA,['f'],['Finnish'],Finnish form of MARGARET.
MARKKU,MARKKU,['m'],['Finnish'],Finnish form of MARK.
MARKO,MARKO,['m'],"['Ukrainian', 'Croatian', 'Serbian', 'Slovene', 'Bulgarian', 'Macedonian', 'Finnish', 'Basque']",Cognate of MARK.
MARKOS,MARKOS,['m'],"['Greek', 'Ancient Greek', 'Biblical Greek']",Greek form of Marcus (see MARK).
MARKUS,MARKUS,['m'],"['German', 'Swedish', 'Norwegian', 'Danish', 'Finnish']","German, Scandinavian and Finnish form of MARK."
MARKUSS,MARKUSS,['m'],['Latvian'],Latvian form of MARK.
MARKÉTA,MARKÉTA,['f'],"['Czech', 'Slovak']",Czech and Slovak form of MARGARET.
MARLA,MARLA,['f'],['English'],Shortened form of MARLENE.
MARLEE,MARLEE,['f'],['English (Modern)'],Variant of MARLEY.
MARLEEN,MARLEEN,['f'],"['Dutch', 'English']",Dutch form and English variant of MARLENE.
MARLEN  (1),MARLEN  (1),['m'],['Russian'],Blend of Marx and Lenin. This name was created by Communist parents who were eager to reject traditional names.
MARLEN  (2),MARLEN  (2),['f'],['German'],Variant of MARLENE.
MARLENA,MARLENA,['f'],"['English', 'Polish']",Latinate form of MARLENE.
MARLENE,MARLENE,['f'],"['German', 'English']","Blend of MARIA and MAGDALENE. It refers, therefore, to Mary Magdalene, a character in the New Testament. The name was popularized by the German actress and singer Marlene Dietrich (1901-1992), whose real name was Maria Magdalene Dietrich."
MARLEY,MARLEY,['f'],['English (Modern)'],"From a surname which was taken from a place name meaning either ""pleasant wood"", ""boundary wood"" or ""marten wood"" in Old English. A famous bearer of the surname was the Jamaican musician Bob Marley (1945-1981)."
MARLIES,MARLIES,['f'],"['German', 'Dutch']",Combination of MARIA and LIES.
MARLIN,MARLIN,['m'],['English'],Possibly a variant of MERLIN.
